,index,dissatisfaction_reason,Quarter,Submitted date,"What was the main purpose of your visit today? Please choose one option only. The list represents broad categories, and you may be asked to further specify the main reason why you visited today.",Approximately how often do you visit My Account?,Overall how satisfied were you with today's experience?,Which option did you choose to login to My Account?,Did/do you need to call the CRA to complete your visit/transaction today?,Are you:,I live in...,What is the highest level of education you have completed?,Would you be willing to indicate in which of the following age categories you belong?,What language do you speak most often at home?,Which of the following categories best describes your current employment status?,"Which of the following categories best represents your most recent annual household income, before taxes?",Are you an Aboriginal person?,Are you a person with a disability?,Are you a member of a visible minority group?,From what type of device did you access My Account today?,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Second_Topic,Third_Topic
2982,46727,"I got a letter from CRA about missing data for child benefits and it is different from the request I see online, it is very confusing",Q2,9/25/2018,Submit documents,Once every 2 to 3 months,Somewhat dissatisfied,,Prefer not to say,Female,British Columbia,Prefer not to say,18 to 34,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,1.0,0.3765999972820282,"change, try, date, online, month, document, send, submit, credit, file","['get', 'letter', 'miss', 'data', 'child', 'benefit', 'different', 'request', 'online', 'confusing']",8.0,5.0
2983,46799,Did not have current information,Q2,9/26/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,No,Female,Ontario,University graduate,50 to 54,English,Other,"$120,000 and over",No,Yes,No,Smartphone,6.0,0.375,"information, payment, pay, look, wait, tell, get, balance, owe, show","['current', 'information']",0.0,1.0
2984,46837,would let me do what i needed to do,Q2,9/26/2018,Submit documents,Prefer not to say,Somewhat dissatisfied,,Yes,Male,Newfoundland and Labrador,Prefer not to say,55 to 64,English,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,4.0,0.375,"find, tax, receive, return, mail, say, need, log, year, process","['let', 'need']",8.0,0.0
2985,46843,I couldn't find out definitively whether the documents submitted to CRA were received or not.,Q2,9/26/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,Yes,Male,Ontario,College/vocational/technical school,50 to 54,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,No,No,Desktop or laptop computer,1.0,0.4284000098705292,"change, try, date, online, month, document, send, submit, credit, file","['find', 'definitively', 'document', 'submit', 'receive']",5.0,1.0
2986,46846,My tax return has been with the CRA since June. No assessment yet!,Q2,9/26/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,Prefer not to say,35 to 49,Prefer not to say,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,4.0,0.6251000165939331,"find, tax, receive, return, mail, say, need, log, year, process","['tax', 'return', 'june', 'assessment']",10.0,0.0
2987,46861,Because all the CRA seems to do is fuck Canadians around for money owing to the citizen but strictly business when we have to pay them!? We're getting tired of it!!,Q2,9/26/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,Yes,Male,Prince Edward Island,Some high school,18 to 34,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Smartphone,6.0,0.5916000008583069,"information, payment, pay, look, wait, tell, get, balance, owe, show","['fuck', 'canadians', 'money', 'owing', 'citizen', 'strictly', 'business', 'pay', 'get', 'tired']",0.0,10.0
2988,46888,my name on account is wrong and i can't change it,Q2,9/26/2018,Your personal information,Once per month or more,Somewhat dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,18 to 34,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,5.0,0.28130000829696655,"account, access, instalment, error, statement, view, user, address, easy, phone","['account', 'wrong', 'change']",0.0,1.0
2989,46889,"My account balance was unavailable. And I was unable to make sense of the instalment payments or if I've even made any. When I called, the lines were busy & I was told to call back later.",Q2,9/26/2018,Accounts and payments,Once every 2 to 3 months,Very dissatisfied,,Yes,Female,British Columbia,Post-graduate degree,35 to 49,English,Working part-time (less than 35 hours per week),"$100,000 to under $120,000",No,No,No,Desktop or laptop computer,6.0,0.2842000126838684,"information, payment, pay, look, wait, tell, get, balance, owe, show","['account', 'balance', 'unavailable', 'unable', 'sense', 'instalment_payments', 'call', 'lines_busy', 'tell', 'later']",8.0,3.0
2990,46890,I filed my return in April and it's still not processed,Q2,9/26/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Male,Ontario,University graduate,50 to 54,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,4.0,0.42500001192092896,"find, tax, receive, return, mail, say, need, log, year, process","['file', 'return', 'april', 'process']",3.0,0.0
2991,46920,"I have not received child tax or universal since 2015, I've sent in required documentation and nothing has happened. I have been trying for 4 years to figure this out. It is very frustrating.",Q2,9/26/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,Yes,Female,Manitoba,College/vocational/technical school,18 to 34,English,A student attending school full-time,"Under $20,000",No,No,No,Desktop or laptop computer,4.0,0.4657000005245209,"find, tax, receive, return, mail, say, need, log, year, process","['receive', 'child', 'tax', 'universal', 'send', 'require', 'documentation', 'happen', 'try', 'year', 'figure', 'frustrating']",5.0,6.0
2992,46937,I can't remember if I put any funds into a TFSA this year. The page shows the contribution room for January. I don't know if that includes my 2017 TFSA because I did my taxes later than January.,Q2,9/26/2018,RRSP and TFSA,Once or twice per year,Somewhat dissatisfied,,No,Male,British Columbia,University graduate,55 to 64,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,Yes,No,Desktop or laptop computer,0.0,0.4059000015258789,"update, able, email, check, answer, ask, know, understand, message, like","['member', 'fund', 'tfsa', 'year', 'page', 'show', 'contribution_room', 'january', 'know', 'include', 'tfsa', 'taxis', 'later', 'january']",5.0,0.0
2993,46960,It took extra effort to login to my account. 2 tries.,Q2,9/26/2018,Benefits and tax credits information,Once every 2 to 3 months,Somewhat dissatisfied,,No,Female,British Columbia,College/vocational/technical school,55 to 64,English,Other,"$20,000 to under $40,000",No,Yes,Yes,Tablet,1.0,0.4092999994754791,"change, try, date, online, month, document, send, submit, credit, file","['take', 'extra', 'effort', 'login', 'account', 'try']",3.0,8.0
2994,46995,There was online mail messages in my account that I never received an email alert for. This continues to happen even though I have a registered email on file.,Q2,9/27/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,No,Female,British Columbia,University graduate,55 to 64,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,0.0,0.2232999950647354,"update, able, email, check, answer, ask, know, understand, message, like","['online', 'mail', 'message', 'account', 'never', 'receive', 'email', 'alert', 'continue', 'happen', 'register', 'email', 'file']",5.0,6.0
2995,47012,reassessment has taken over 3 months,Q2,9/27/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,High school graduate,55 to 64,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,3.0,0.5313000082969666,"time, available, reassessment, login, never, option, service, take, long, taxis","['reassessment', 'take', 'month']",0.0,1.0
2996,47017,There is at least a week's lag in updating account payment information and current balance.,Q2,9/27/2018,Accounts and payments,Once per month or more,Somewhat dissatisfied,,No,Male,Prince Edward Island,University graduate,55 to 64,English,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,6.0,0.5194000005722046,"information, payment, pay, look, wait, tell, get, balance, owe, show","['week', 'lag', 'update', 'account', 'payment', 'information', 'current', 'balance']",0.0,8.0
2997,47067,You send me a letter asking for documents to substantiate my 2017 tax return.  Yet I try to submit them and I cannot.  System has been down for 2 days.,Q2,9/27/2018,Submit documents,Once every 2 to 3 months,Very dissatisfied,,Yes,Male,Alberta,Post-graduate degree,35 to 49,English,Self-employed,"$120,000 and over",No,No,No,Desktop or laptop computer,1.0,0.4674000144004822,"change, try, date, online, month, document, send, submit, credit, file","['send', 'letter', 'ask', 'document', 'substantiate', 'tax', 'return', 'try', 'submit', 'system', 'day']",3.0,10.0
2998,47075,Couldn't save a PDF version of my re-assessment.,Q2,9/27/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,No,Female,British Columbia,University graduate,65 or older,English,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,7.0,0.5306000113487244,"pension_plan, today, have, end, etc, detail, slip, allow, value, prevent","['save_pdf', 'version', 'assessment']",1.0,2.0
2999,47081,Could not add a cell phone number as a contact,Q2,9/27/2018,Your personal information,Once every 2 to 3 months,Very dissatisfied,,No,Male,Alberta,Prefer not to say,55 to 64,English,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,1.0,0.454800009727478,"change, try, date, online, month, document, send, submit, credit, file","['add', 'cell', 'phone_number', 'contact']",10.0,1.0
3000,47086,Couldn't find the log on page that I needed. Will need to call to complete.,Q2,9/27/2018,Other,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Female,British Columbia,Post-graduate degree,35 to 49,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,Yes,Desktop or laptop computer,4.0,0.5892999768257141,"find, tax, receive, return, mail, say, need, log, year, process","['find', 'log', 'page', 'nee', 'need', 'complete']",5.0,0.0
3001,47094,Could not find what I was looking for and phone help not available - call back everyone busy!!!!,Q2,9/27/2018,Other,Once or twice per year,Very dissatisfied,,Yes,Male,Ontario,University graduate,65 or older,English,Retired,"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,6.0,0.3034999966621399,"information, payment, pay, look, wait, tell, get, balance, owe, show","['find', 'look', 'phone', 'help', 'available', 'busy']",8.0,0.0
3002,47154,"I had to submit further information on the child in care, but his mom won't give me the child's identification",Q2,9/27/2018,Benefits and tax credits information,Once or twice per year,Somewhat dissatisfied,,Yes,Female,British Columbia,College/vocational/technical school,35 to 49,English,Working part-time (less than 35 hours per week),"Under $20,000",Prefer not to say,No,Prefer not to say,Desktop or laptop computer,2.0,0.24699999392032623,"want, site, help, letter, agent, line, difficult, response, make, direct","['submit', 'information', 'child_care', 'mon', 'child', 'identification']",5.0,9.0
3003,47186,"I came to print off a Notice of Assessment to prove my SIN, but the SIN is Xed out.",Q2,9/27/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,No,Male,British Columbia,University graduate,18 to 34,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,1.0,0.265500009059906,"change, try, date, online, month, document, send, submit, credit, file","['come', 'print', 'notice_assessment', 'prove', 'sin', 'sin', 'red']",10.0,8.0
3004,47187,I have been working with my MP's office since last July to have the correct date of my divorce entered on my personal page,Q2,9/27/2018,Your personal information,Once per month or more,Very dissatisfied,,Prefer not to say,Female,Ontario,College/vocational/technical school,55 to 64,English,Not in the workforce,"Under $20,000",No,Yes,No,Desktop or laptop computer,1.0,0.40950000286102295,"change, try, date, online, month, document, send, submit, credit, file","['work', 'office', 'july', 'correct', 'date', 'divorce', 'enter', 'personal', 'page']",10.0,6.0
3005,47197,"I was trying to make a 2018 income tax installment and couldn't find a way to do so, even though I've done so in the past.",Q2,9/27/2018,Accounts and payments,Once every 2 to 3 months,Very dissatisfied,,Yes,Female,British Columbia,University graduate,35 to 49,English,Working part-time (less than 35 hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,1.0,0.3905999958515167,"change, try, date, online, month, document, send, submit, credit, file","['try', 'income', 'tax', 'instalment', 'find', 'way', 'past']",6.0,8.0
3006,47266,"I am very confused with my 2009 ADJ request. I've submitted changes Aug 3, they disappeared and I had to do it all over again",Q2,9/28/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Female,Ontario,University graduate,65 or older,English,Prefer not to say,Prefer not to say,,No,No,Tablet,1.0,0.49129998683929443,"change, try, date, online, month, document, send, submit, credit, file","['confused', 'adj', 'request', 'submit', 'change', 'aug', 'disappear']",8.0,5.0
3007,47280,where are the people when you need to TALK...real conversations are lacking,Q2,9/28/2018,Other,Once or twice per year,Very dissatisfied,,Yes,Female,Alberta,College/vocational/technical school,55 to 64,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,Yes,No,Desktop or laptop computer,0.0,0.35830000042915344,"update, able, email, check, answer, ask, know, understand, message, like","['people', 'need', 'talk', 'real', 'conversation', 'lack']",5.0,0.0
